Generation, Population, AVG_speed, AVG_size, AVG_sense 
1737,49,1.6,10,109.9
1738,38,1.6,10.1,107.9
1739,41,1.6,9,113.6
1740,49,1.6,9.3,112.4
1741,44,1.4,8.8,114.7
1742,47,1.5,9.7,110.1
1743,46,1.4,9.6,110.7
1744,44,1.4,9.5,114
1745,50,1.5,10.1,111.3
1746,38,1.4,9.5,118.1
1747,40,1.6,9.9,107.9
1748,44,1.6,9.4,105.7
1749,49,1.5,9.4,111.7
1750,48,1.4,10.3,112.7
1751,42,1.6,9.8,113.9
1752,39,1.5,10.3,110.1
1753,50,1.5,9.7,115
1754,53,1.5,9.4,116.7
1755,47,1.6,10.2,113.9
1756,34,1.5,9.8,106.7
1757,46,1.5,8.9,112.9
1758,48,1.6,10.2,111
1759,42,1.5,9.9,114.3
1760,48,1.3,9.5,114.8
1761,46,1.5,10,114.3
1762,49,1.5,10,107.9
1763,43,1.4,9.2,117.5
1764,44,1.5,8.7,109.7
1765,48,1.6,9.4,111.6
1766,39,1.5,9.1,107.1
1767,45,1.3,9,116.3
1768,43,1.5,9.5,114.9
1769,47,1.5,9.5,117.1
1770,40,1.4,9.2,114.4
1771,50,1.5,9.5,113.3
1772,48,1.5,9.3,113.4
1773,41,1.6,8.8,108.4
1774,46,1.5,9.1,115.1
1775,49,1.5,10,109.6
1776,42,1.5,9.3,107.5
1777,40,1.5,10.3,111.6
1778,44,1.5,9,116.3
1779,50,1.5,9.9,104.4
1780,47,1.5,9.2,111.4
1781,48,1.5,9.4,115.4
1782,49,1.6,10,107.9
1783,46,1.6,10.2,115.2
1784,46,1.4,9.2,110.5
1785,46,1.6,10,114.5
1786,47,1.5,9,114.9
1787,45,1.5,9.2,104.3
1788,44,1.5,9.9,109.4
1789,49,1.4,9.7,113.1
1790,45,1.5,9.6,112.4
1791,46,1.5,8.9,109.1
1792,47,1.4,9,109.8
1793,51,1.5,9.4,112.9
1794,51,1.5,9.6,118
1795,43,1.4,9.6,118.5
1796,48,1.5,9.6,110.4
1797,45,1.6,9.4,103.4
1798,50,1.5,8.8,109.6
1799,49,1.5,9.7,110.9
1800,43,1.7,9.2,116.4
1801,43,1.5,9.6,112.8
1802,46,1.5,9,112.1
1803,47,1.5,9.1,113.3
1804,47,1.4,9.6,111.9
1805,43,1.5,9.7,109
1806,46,1.3,9.5,114.5
1807,46,1.6,9.6,114.5
1808,45,1.4,9.6,112.5
1809,48,1.4,9.4,113.7
1810,40,1.5,9.6,112.9
1811,45,1.6,9.2,114.8
1812,44,1.5,8.8,114.7
1813,41,1.4,10,114.9
1814,44,1.3,8,107.6
1815,48,1.5,9.5,115
1816,42,1.5,9.5,107.5
1817,46,1.4,9.4,113.8
1818,50,1.5,9.8,114.8
1819,30,1.4,10.2,108.5
1820,47,1.5,9.8,107.4
1821,46,1.6,9.5,111.4
1822,39,1.4,10.5,109.2
1823,38,1.5,8.7,111.7
1824,46,1.4,8.8,111.3
1825,51,1.5,9.7,112.6
1826,53,1.4,9.8,114.5
1827,50,1.4,9.2,116.7
1828,39,1.4,9.2,114.2
1829,49,1.5,9.2,107.3
1830,45,1.3,9.2,110.9
1831,50,1.6,8.7,110
1832,42,1.4,8.9,116.2
1833,49,1.5,10.1,118
1834,36,1.6,9.1,113.6
1835,48,1.4,9.1,120
1836,43,1.5,10.2,115.6
1837,44,1.5,9.9,106.7
1838,33,1.5,9.8,110.2
1839,42,1.6,9.4,111.4
1840,46,1.6,8.8,111.6
1841,49,1.5,9.7,110.8
1842,48,1.5,9.4,108.7
1843,47,1.5,9.6,113.4
1844,46,1.5,9.4,109.6
1845,48,1.5,10.1,111.8
1846,40,1.5,9.1,108.6
1847,48,1.5,9.8,115.3
1848,50,1.5,8.9,111
1849,53,1.4,9.4,109.4
1850,47,1.6,9.3,112.4
1851,48,1.5,9.2,113.7
1852,46,1.5,9.8,109.6
1853,45,1.4,10.1,107.4
1854,47,1.5,9.3,112.6
1855,47,1.5,9.9,113
1856,51,1.4,9.4,116.4
1857,49,1.4,9.3,109.7
1858,46,1.4,9.5,111.6
1859,46,1.5,10.4,113.4
1860,44,1.5,9.1,109.3
1861,47,1.5,9,112.5
1862,47,1.4,9.4,113.5
1863,52,1.7,9.2,105.7
1864,50,1.4,9.3,109.8
1865,52,1.5,9.2,114.5
1866,48,1.5,10,116
1867,48,1.6,9.9,110.6
1868,49,1.4,9.9,112.6
1869,47,1.4,10.6,113.9
1870,40,1.5,10.1,110.4
1871,42,1.5,9.7,114.7
1872,44,1.4,10.3,109.2
1873,50,1.5,9.6,111.4
1874,45,1.3,9.2,105.6
1875,41,1.4,9.6,117.2
1876,48,1.5,9.2,113
